show_id,type,title,date_added,release_year,rating,duration,date_added_year_month,date_added_year,date_added_month,date_added_month_name
s528,TV Show,Puffin Rock,2021-07-06,2016,TV-Y,2,2021-07,2021,7,July
s531,TV Show,Richie Rich,2021-07-06,2015,TV-G,2,2021-07,2021,7,July
s533,TV Show,Scream,2021-07-06,2019,TV-MA,3,2021-07,2021,7,July
s534,TV Show,Shtisel,2021-07-06,2021,TV-14,3,2021-07,2021,7,July
s536,TV Show,Some Assembly Required,2021-07-06,2015,TV-Y,2,2021-07,2021,7,July
s537,TV Show,Tales by Light,2021-07-06,2018,TV-14,3,2021-07,2021,7,July
s538,TV Show,Terrace House: Opening New Doors,2021-07-06,2018,TV-14,6,2021-07,2021,7,July
s539,TV Show,The A List,2021-07-06,2021,TV-PG,2,2021-07,2021,7,July
s540,TV Show,The New Legends of Monkey,2021-07-06,2020,TV-PG,2,2021-07,2021,7,July
s541,TV Show,The Worst Witch,2021-07-06,2020,TV-G,4,2021-07,2021,7,July
s544,TV Show,Undercover,2021-07-06,2020,TV-MA,2,2021-07,2021,7,July
s545,TV Show,Workin' Moms,2021-07-06,2021,TV-MA,5,2021-07,2021,7,July
s546,TV Show,YooHoo to the Rescue,2021-07-06,2020,TV-Y,3,2021-07,2021,7,July
s547,TV Show,You Are My Spring,2021-07-06,2021,TV-14,1,2021-07,2021,7,July
s548,TV Show,We the People,2021-07-04,2021,TV-Y7,1,2021-07,2021,7,July
s549,TV Show,Grey's Anatomy,2021-07-03,2020,TV-14,17,2021-07,2021,7,July
s550,TV Show,Big Timber,2021-07-02,2020,TV-14,1,2021-07,2021,7,July
s554,TV Show,Mortel,2021-07-02,2019,TV-MA,2,2021-07,2021,7,July
s566,TV Show,Bureau of Magical Things,2021-07-01,2020,TV-G,1,2021-07,2021,7,July
s572,TV Show,Generation 56k,2021-07-01,2021,TV-MA,1,2021-07,2021,7,July
s578,TV Show,Masameer County,2021-07-01,2021,TV-MA,1,2021-07,2021,7,July
s588,TV Show,Quarantine Tales,2021-07-01,2020,TV-MA,1,2021-07,2021,7,July
s589,TV Show,Rainbow Rangers,2021-07-01,2018,TV-Y,1,2021-07,2021,7,July
s591,TV Show,Sailor Moon Crystal,2021-07-01,2016,TV-Y7,3,2021-07,2021,7,July
s618,TV Show,Young Royals,2021-07-01,2021,TV-MA,1,2021-07,2021,7,July
s621,TV Show,Droppin' Cash: Los Angeles,2021-06-30,2019,TV-MA,1,2021-06,2021,6,June
s622,TV Show,Legend of Exorcism,2021-06-30,2020,TV-14,1,2021-06,2021,6,June
s626,TV Show,Somos.,2021-06-30,2021,TV-MA,1,2021-06,2021,6,June
s627,TV Show,Sophie: A Murder in West Cork,2021-06-30,2021,TV-MA,1,2021-06,2021,6,June
s628,TV Show,The Daily Life of the Immortal King,2021-06-30,2020,TV-14,1,2021-06,2021,6,June
s629,TV Show,StarBeam,2021-06-29,2021,TV-Y,4,2021-06,2021,6,June
s632,TV Show,The Seven Deadly Sins,2021-06-28,2021,TV-14,5,2021-06,2021,6,June
s638,TV Show,Ray,2021-06-25,2021,TV-MA,1,2021-06,2021,6,June
s639,TV Show,Sex/Life,2021-06-25,2021,TV-MA,1,2021-06,2021,6,June
s640,TV Show,Godzilla Singular Point,2021-06-24,2021,TV-14,1,2021-06,2021,6,June
s641,TV Show,Jiva!,2021-06-24,2021,TV-MA,1,2021-06,2021,6,June
s643,TV Show,The Naked Director,2021-06-24,2021,TV-MA,2,2021-06,2021,6,June
s648,TV Show,The Parisian Agency: Exclusive Properties,2021-06-23,2021,TV-G,1,2021-06,2021,6,June
s649,TV Show,Too Hot to Handle,2021-06-23,2021,TV-MA,2,2021-06,2021,6,June
s654,TV Show,This Is Pop,2021-06-22,2021,TV-MA,1,2021-06,2021,6,June
s658,TV Show,The Mole,2021-06-21,2001,TV-14,2,2021-06,2021,6,June
s659,TV Show,"Nevertheless,",2021-06-20,2021,TV-14,1,2021-06,2021,6,June
s660,TV Show,Bangkok Love Stories: Innocence,2021-06-19,2018,TV-14,1,2021-06,2021,6,June
s661,TV Show,Black Lightning,2021-06-19,2021,TV-14,4,2021-06,2021,6,June
s662,TV Show,Call My Agent!,2021-06-19,2018,TV-MA,4,2021-06,2021,6,June
s663,TV Show,Champions,2021-06-19,2018,TV-14,1,2021-06,2021,6,June
s664,TV Show,Charité at War,2021-06-19,2019,TV-MA,1,2021-06,2021,6,June
s665,TV Show,Cleo & Cuquin,2021-06-19,2020,TV-Y,2,2021-06,2021,6,June
s666,TV Show,Deadwind,2021-06-19,2020,TV-MA,2,2021-06,2021,6,June
s667,TV Show,Gameboys Level-Up Edition,2021-06-19,2020,TV-14,1,2021-06,2021,6,June
s668,TV Show,Glee,2021-06-19,2015,TV-14,6,2021-06,2021,6,June
s669,TV Show,Hap and Leonard,2021-06-19,2018,TV-MA,3,2021-06,2021,6,June
s670,TV Show,Locked Up,2021-06-19,2020,TV-MA,5,2021-06,2021,6,June
s674,TV Show,No Time for Shame,2021-06-19,2019,TV-MA,1,2021-06,2021,6,June
s675,TV Show,Pose,2021-06-19,2019,TV-MA,2,2021-06,2021,6,June
s676,TV Show,REA(L)OVE,2021-06-19,2018,TV-MA,1,2021-06,2021,6,June
s677,TV Show,Riverdale,2021-06-19,2019,TV-14,4,2021-06,2021,6,June
s678,TV Show,Schitt's Creek,2021-06-19,2020,TV-MA,6,2021-06,2021,6,June
s679,TV Show,The Assassination of Gianni Versace,2021-06-19,2018,TV-MA,1,2021-06,2021,6,June
s680,TV Show,The Judgement,2021-06-19,2018,TV-MA,1,2021-06,2021,6,June
s681,TV Show,The Last Dance,2021-06-19,2020,TV-MA,1,2021-06,2021,6,June
s682,TV Show,They've Gotta Have Us,2021-06-19,2018,TV-MA,1,2021-06,2021,6,June
s683,TV Show,Why Are You Like This,2021-06-19,2021,TV-MA,1,2021-06,2021,6,June
s685,TV Show,Elite,2021-06-18,2021,TV-MA,4,2021-06,2021,6,June
s687,TV Show,Hospital Playlist,2021-06-18,2021,TV-14,2,2021-06,2021,6,June
s692,TV Show,So Not Worth It,2021-06-18,2021,TV-14,1,2021-06,2021,6,June
s693,TV Show,The Rational Life,2021-06-18,2021,TV-14,1,2021-06,2021,6,June
s697,TV Show,Black Summer,2021-06-17,2021,TV-MA,2,2021-06,2021,6,June
s698,TV Show,Elite Short Stories: Carla Samuel,2021-06-17,2021,TV-MA,1,2021-06,2021,6,June
s700,TV Show,Katla,2021-06-17,2021,TV-MA,1,2021-06,2021,6,June
s701,TV Show,Record of Ragnarok,2021-06-17,2021,TV-MA,1,2021-06,2021,6,June
s704,TV Show,The Gift,2021-06-17,2021,TV-MA,3,2021-06,2021,6,June
s707,TV Show,Elite Short Stories: Omar Ander Alexis,2021-06-16,2021,TV-MA,1,2021-06,2021,6,June
s708,TV Show,Let's Eat,2021-06-16,2021,TV-14,1,2021-06,2021,6,June
s710,TV Show,Millennials,2021-06-16,2020,TV-MA,3,2021-06,2021,6,June
s711,TV Show,Penguin Town,2021-06-16,2021,TV-PG,1,2021-06,2021,6,June
s714,TV Show,Avengers Climate Conundrum,2021-06-15,2020,TV-Y7,1,2021-06,2021,6,June
s715,TV Show,Beyond Evil,2021-06-15,2021,TV-MA,1,2021-06,2021,6,June
s716,TV Show,Elite Short Stories: Nadia Guzmán,2021-06-15,2021,TV-MA,1,2021-06,2021,6,June
s720,TV Show,Power Rangers Dino Fury,2021-06-15,2021,TV-G,1,2021-06,2021,6,June
s721,TV Show,Rhyme Time Town,2021-06-15,2021,TV-Y,2,2021-06,2021,6,June
s724,TV Show,The American Bible Challenge,2021-06-15,2014,TV-G,1,2021-06,2021,6,June
s726,TV Show,Elite Short Stories: Guzmán Caye Rebe,2021-06-14,2021,TV-MA,1,2021-06,2021,6,June
s727,TV Show,Metallica: Some Kind of Monster,2021-06-13,2014,TV-MA,1,2021-06,2021,6,June
s732,TV Show,Love (ft. Marriage and Divorce),2021-06-12,2021,TV-14,2,2021-06,2021,6,June
s734,TV Show,LEGO Friends: The Power of Friendship,2021-06-11,2016,TV-Y7,2,2021-06,2021,6,June
s735,TV Show,Lupin,2021-06-11,2021,TV-MA,2,2021-06,2021,6,June
s738,TV Show,Trese,2021-06-11,2021,TV-MA,1,2021-06,2021,6,June
s745,TV Show,Locombianos,2021-06-10,2021,TV-MA,1,2021-06,2021,6,June
s749,TV Show,"Fresh, Fried & Crispy",2021-06-09,2021,TV-PG,1,2021-06,2021,6,June
s750,TV Show,L.A.’s Finest,2021-06-09,2021,TV-MA,2,2021-06,2021,6,June
s752,TV Show,Guru Aur Bhole,2021-06-08,2018,TV-Y7,2,2021-06,2021,6,June
s754,TV Show,"Newly Rich, Newly Poor",2021-06-06,2007,TV-MA,1,2021-06,2021,6,June
s759,TV Show,Feel Good,2021-06-04,2021,TV-MA,2,2021-06,2021,6,June
s762,TV Show,Human: The World Within,2021-06-04,2021,TV-PG,1,2021-06,2021,6,June
s764,TV Show,Sweet Tooth,2021-06-04,2021,TV-14,1,2021-06,2021,6,June
s768,TV Show,Creator's File: GOLD,2021-06-03,2021,TV-14,1,2021-06,2021,6,June
s772,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,2021-06-03,2021,TV-14,1,2021-06,2021,6,June
s773,TV Show,Summertime,2021-06-03,2021,TV-MA,2,2021-06,2021,6,June
s779,TV Show,Attack on Titan,2021-06-02,2013,TV-MA,1,2021-06,2021,6,June
s781,TV Show,Ben & Holly's Little Kingdom,2021-06-02,2019,TV-Y,2,2021-06,2021,6,June
s786,TV Show,Cocomelon,2021-06-02,2021,TV-Y,3,2021-06,2021,6,June
s790,TV Show,Downton Abbey,2021-06-02,2015,TV-14,6,2021-06,2021,6,June
